"AÑO","Código delDepartamento","Nombre del Departamento","Código delMunicipio","Nombre del Municipio","TECNICA PROFESIONAL","TECNOLOGICA","UNIVERSITARIA","ESPECIALIZACION","MAESTRIA","DOCTORADO","IES CON OFERTA"
"2005","11","11","11001","BOGOTÁ D.C.","63.098","40.178","279.544","23.603","7.399","492","106"
"2005","13","13","13001","CARTAGENA DE INDIAS","5.902","4.348","25.138","1.260","9","0","33"
"2005","13","13","13074","BARRANCO DE LOBA","40","0","0","0","0","0","1"
"2005","13","13","13188","CICUCO","50","0","0","0","0","0","1"
"2005","13","13","13248","EL GUAMO","40","0","0","0","0","0","1"
"2005","13","13","13300","HATILLO DE LOBA","41","0","0","0","0","0","1"
"2005","13","13","13430","MAGANGUÉ","70","0","33","0","0","0","2"
"2005","13","13","13442","MARÍA LA BAJA","41","0","0","0","0","0","1"
"2005","13","13","13468","SANTA CRUZ DE MOMPOX","82","0","96","0","0","0","2"
"2005","13","13","13549","PINILLOS","47","0","0","0","0","0","1"
"2005","13","13","13647","SAN ESTANISLAO","42","0","0","0","0","0","1"
"2005","13","13","13650","SAN FERNANDO","43","0","0","0","0","0","1"
"2005","13","13","13654","SAN JACINTO","80","0","0","0","0","0","1"
"2005","13","13","13657","SAN JUAN NEPOMUCENO","30","0","0","0","0","0","1"
"2005","13","13","13673","SANTA CATALINA","39","0","0","0","0","0","1"
"2005","13","13","13683","SANTA ROSA","43","0","0","0","0","0","1"
"2005","13","13","13744","SIMITÍ","0","132","0","0","0","0","1"
"2005","13","13","13836","TURBACO","72","0","0","0","0","0","1"
"2005","13","13","13873","VILLANUEVA","30","0","0","0","0","0","1"
"2005","15","15","15001","TUNJA","340","3.171","20.021","491","142","34","11"
"2005","15","15","15176","CHIQUINQUIRÁ","76","24","694","0","0","0","4"
"2005","15","15","15187","CHIVATÁ","34","0","0","0","0","0","1"
"2005","15","15","15238","DUITAMA","34","34","2.817","47","0","0","5"
"2005","15","15","15272","FIRAVITOBA","37","0","0","0","0","0","1"
"2005","15","15","15299","GARAGOA","57","0","2","0","0","0","2"
"2005","15","15","15332","GÜICÁN DE LA SIERRA","19","0","0","0","0","0","1"
"2005","15","15","15407","VILLA DE LEYVA","0","0","1","0","0","0","1"
"2005","15","15","15476","MOTAVITA","31","0","0","0","0","0","1"
"2005","15","15","15494","NUEVO COLÓN","37","0","0","0","0","0","1"
"2005","15","15","15507","OTANCHE","32","0","0","0","0","0","1"
"2005","15","15","15516","PAIPA","72","0","0","0","0","0","1"
"2005","15","15","15537","PAZ DE RÍO","14","0","0","0","0","0","1"
"2005","15","15","15572","PUERTO BOYACÁ","68","80","27","0","0","0","3"
"2005","15","15","15646","SAMACÁ","46","0","0","0","0","0","1"
"2005","15","15","15690","SANTA MARÍA","29","0","0","0","0","0","1"
"2005","15","15","15753","SOATÁ","80","0","0","0","0","0","1"
"2005","15","15","15757","SOCHA","76","0","0","0","0","0","1"
"2005","15","15","15759","SOGAMOSO","831","236","2.494","141","0","0","5"
"2005","15","15","15778","SUTATENZA","32","0","0","0","0","0","1"
"2005","15","15","15790","TASCO","30","0","0","0","0","0","1"
"2005","15","15","15835","TURMEQUÉ","29","0","0","0","0","0","1"
"2005","17","17","17001","MANIZALES","913","3.113","21.110","731","362","90","10"
"2005","17","17","17042","ANSERMA","119","0","0","0","0","0","1"
"2005","17","17","17174","CHINCHINÁ","35","0","0","0","0","0","1"
"2005","17","17","17380","LA DORADA","132","92","1","0","0","0","4"
"2005","17","17","17433","MANZANARES","72","0","0","0","0","0","1"
"2005","17","17","17442","MARMATO","142","0","0","0","0","0","1"
"2005","17","17","17486","NEIRA","44","0","0","0","0","0","1"
"2005","17","17","17513","PÁCORA","19","0","0","0","0","0","1"
"2005","17","17","17541","PENSILVANIA","255","0","0","0","0","0","1"
"2005","17","17","17662","SAMANÁ","28","0","0","0","0","0","1"
"2005","17","17","17873","VILLAMARÍA","0","0","162","0","0","0","2"
"2005","17","17","17877","VITERBO","45","0","0","0","0","0","1"
"2005","18","18","18001","FLORENCIA","342","137","4.474","92","0","0","7"
"2005","18","18","18029","ALBANIA","0","0","11","0","0","0","1"
"2005","18","18","18247","EL DONCELLO","100","0","0","0","0","0","1"
"2005","18","18","18592","PUERTO RICO","33","0","0","0","0","0","1"
"2005","19","19","19001","POPAYÁN","869","1.814","15.424","358","72","0","17"
"2005","19","19","19142","CALOTO","29","0","0","0","0","0","1"
"2005","19","19","19212","CORINTO","67","0","0","0","0","0","1"
"2005","19","19","19256","EL TAMBO","0","0","1","0","0","0","1"
"2005","19","19","19318","GUAPI","0","49","0","0","0","0","1"
"2005","19","19","19355","INZÁ","62","0","0","0","0","0","1"
"2005","19","19","19364","JAMBALÓ","30","0","0","0","0","0","1"
"2005","19","19","19397","LA VEGA","0","64","0","0","0","0","1"
"2005","19","19","19450","MERCADERES","26","0","0","0","0","0","1"
"2005","19","19","19455","MIRANDA","32","0","0","0","0","0","1"
"2005","19","19","19548","PIENDAMÓ - TUNÍA","59","0","0","0","0","0","1"
"2005","19","19","19573","PUERTO TEJADA","43","94","179","12","0","0","4"
"2005","19","19","19585","PURACÉ","32","0","0","0","0","0","1"
"2005","19","19","19698","SANTANDER DE QUILICHAO","114","49","0","0","0","0","1"
"2005","19","19","19698","SANTANDER DE QUILICHAO","88","172","312","0","0","0","3"
"2005","19","19","19743","SILVIA","36","0","0","0","0","0","1"
"2005","19","19","19821","TORIBÍO","0","0","115","0","0","0","1"
"2005","19","19","19845","VILLA RICA","94","0","0","0","0","0","1"
"2005","20","20","20001","VALLEDUPAR","329","117","0","0","0","0","1"
"2005","20","20","20001","VALLEDUPAR","0","277","11.391","188","0","0","13"
"2005","20","20","20011","AGUACHICA","244","0","614","0","0","0","4"
"2005","20","20","20013","AGUSTÍN CODAZZI","21","0","0","0","0","0","1"
"2005","20","20","20250","EL PASO","85","0","0","0","0","0","1"
"2005","20","20","20400","LA JAGUA DE IBIRICO","77","0","0","0","0","0","1"
"2005","20","20","20710","SAN ALBERTO","83","0","0","0","0","0","1"
"2005","23","23","23001","MONTERÍA","914","536","13.933","348","0","0","16"
"2005","23","23","23162","CERETÉ","56","75","0","0","0","0","2"
"2005","23","23","23168","CHIMÁ","0","50","0","0","0","0","1"
"2005","23","23","23182","CHINÚ","27","31","0","0","0","0","1"
"2005","23","23","23300","COTORRA","40","0","0","0","0","0","1"
"2005","23","23","23417","LORICA","101","32","0","0","0","0","1"
"2005","23","23","23417","LORICA","0","0","39","0","0","0","1"
"2005","23","23","23466","MONTELÍBANO","0","47","7","0","0","0","2"
"2005","23","23","23660","SAHAGÚN","0","32","89","0","0","0","2"
"2005","23","23","23670","SAN ANDRÉS DE SOTAVENTO","0","26","0","0","0","0","1"
"2005","23","23","23670","SAN ANDRÉS DE SOTAVENTO","0","0","1","0","0","0","1"
"2005","23","23","23672","SAN ANTERO","0","47","0","0","0","0","1"
"2005","25","25","25001","AGUA DE DIOS","0","497","838","0","0","0","1"
"2005","25","25","25019","ALBÁN","38","0","0","0","0","0","1"
"2005","25","25","25040","ANOLAIMA","40","0","0","0","0","0","1"
"2005","25","25","25099","BOJACÁ","0","0","1","0","0","0","1"
"2005","25","25","25123","CACHIPAY","24","0","0","0","0","0","1"
"2005","25","25","25126","CAJICÁ","0","0","2","0","0","0","1"
"2005","25","25","25148","CAPARRAPÍ","65","0","1","0","0","0","3"
"2005","25","25","25151","CÁQUEZA","56","0","0","0","0","0","1"
"2005","25","25","25168","CHAGUANÍ","29","0","0","0","0","0","1"
"2005","25","25","25175","CHÍA","219","819","6.188","779","0","0","6"
"2005","25","25","25181","CHOACHÍ","97","0","0","0","0","0","2"
"2005","25","25","25183","CHOCONTÁ","0","0","77","0","0","0","1"
"2005","25","25","25200","COGUA","0","0","2","0","0","0","1"
"2005","25","25","25258","EL PEÑÓN","0","0","1","0","0","0","1"
"2005","25","25","25269","FACATATIVÁ","28","136","1.232","0","0","0","5"
"2005","25","25","25279","FÓMEQUE","27","0","0","0","0","0","1"
"2005","25","25","25286","FUNZA","0","0","1","0","0","0","1"
"2005","25","25","25290","FUSAGASUGÁ","244","117","3.472","0","0","0","4"
"2005","25","25","25297","GACHETÁ","39","0","0","0","0","0","1"
"2005","25","25","25307","GIRARDOT","395","174","2.490","37","0","0","6"
"2005","25","25","25320","GUADUAS","68","0","2","0","0","0","2"
"2005","25","25","25322","GUASCA","55","0","0","0","0","0","2"
"2005","25","25","25326","GUATAVITA","0","0","2","0","0","0","1"
"2005","25","25","25377","LA CALERA","63","0","0","0","0","0","1"
"2005","25","25","25386","LA MESA","63","0","50","0","0","0","2"
"2005","25","25","25394","LA PALMA","33","0","0","0","0","0","1"
"2005","25","25","25402","LA VEGA","67","0","0","0","0","0","1"
"2005","25","25","25430","MADRID","123","376","1","0","0","0","4"
"2005","25","25","25438","MEDINA","31","0","0","0","0","0","1"
"2005","25","25","25473","MOSQUERA","779","563","1","0","0","0","2"
"2005","25","25","25486","NEMOCÓN","0","0","2","0","0","0","1"
"2005","25","25","25488","NILO","0","2.665","1","0","0","0","2"
"2005","25","25","25491","NOCAIMA","21","0","3","0","0","0","2"
"2005","25","25","25513","PACHO","26","0","0","0","0","0","1"
"2005","25","25","25572","PUERTO SALGAR","58","0","1","0","0","0","2"
"2005","25","25","25596","QUIPILE","43","0","0","0","0","0","1"
"2005","25","25","25658","SAN FRANCISCO","27","0","0","0","0","0","1"
"2005","25","25","25662","SAN JUAN DE RIOSECO","29","40","0","0","0","0","1"
"2005","25","25","25718","SASAIMA","30","0","0","0","0","0","1"
"2005","25","25","25736","SESQUILÉ","0","0","1","0","0","0","1"
"2005","25","25","25743","SILVANIA","0","0","313","0","0","0","1"
"2005","25","25","25754","SOACHA","249","0","0","0","0","0","1"
"2005","25","25","25754","SOACHA","164","418","409","0","0","0","5"
"2005","25","25","25772","SUESCA","0","0","2","0","0","0","1"
"2005","25","25","25799","TENJO","0","0","1","0","0","0","1"
"2005","25","25","25817","TOCANCIPÁ","37","0","0","0","0","0","1"
"2005","25","25","25843","VILLA DE SAN DIEGO DE UBATÉ","67","0","705","19","0","0","3"
"2005","25","25","25851","ÚTICA","49","0","0","0","0","0","2"
"2005","25","25","25862","VERGARA","0","0","2","0","0","0","1"
"2005","25","25","25871","VILLAGÓMEZ","20","0","0","0","0","0","1"
"2005","25","25","25873","VILLAPINZÓN","49","0","0","0","0","0","1"
"2005","25","25","25875","VILLETA","149","58","0","0","0","0","1"
"2005","25","25","25885","YACOPÍ","30","0","0","0","0","0","1"
"2005","25","25","25899","ZIPAQUIRÁ","172","0","98","0","0","0","4"
"2005","27","27","27001","QUIBDÓ","494","81","0","0","0","0","1"
"2005","27","27","27001","QUIBDÓ","0","0","6.982","72","0","0","3"
"2005","27","27","27361","ISTMINA","37","0","0","0","0","0","1"
"2005","27","27","27361","ISTMINA","0","0","33","0","0","0","1"
"2005","41","41","41001","NEIVA","1.002","938","11.942","568","22","0","18"
"2005","41","41","41078","BARAYA","104","0","0","0","0","0","1"
"2005","41","41","41132","CAMPOALEGRE","189","0","0","0","0","0","1"
"2005","41","41","41298","GARZÓN","245","73","72","0","0","0","3"
"2005","41","41","41306","GIGANTE","56","0","0","0","0","0","1"
"2005","41","41","41319","GUADALUPE","40","0","0","0","0","0","1"
"2005","41","41","41396","LA PLATA","187","0","30","0","0","0","2"
"2005","41","41","41551","PITALITO","97","0","13","0","0","0","2"
"2005","41","41","41676","SANTA MARÍA","65","0","0","0","0","0","1"
"2005","41","41","41797","TESALIA","17","0","0","0","0","0","1"
"2005","44","44","44001","RIOHACHA","260","0","0","0","0","0","1"
"2005","44","44","44001","RIOHACHA","0","369","4.814","33","0","0","5"
"2005","44","44","44035","ALBANIA","226","0","0","0","0","0","1"
"2005","44","44","44279","FONSECA","39","0","0","0","0","0","1"
"2005","44","44","44279","FONSECA","0","0","153","0","0","0","1"
"2005","44","44","44430","MAICAO","0","0","480","0","0","0","1"
"2005","44","44","44650","SAN JUAN DEL CESAR","439","0","192","0","0","0","2"
"2005","44","44","44874","VILLANUEVA","0","0","204","0","0","0","1"
"2005","47","47","47001","SANTA MARTA","1.600","958","10.919","166","0","0","11"
"2005","47","47","47189","CIÉNAGA","435","108","308","0","0","0","4"
"2005","47","47","47288","FUNDACIÓN","97","0","0","0","0","0","1"
"2005","47","47","47288","FUNDACIÓN","0","0","60","0","0","0","1"
"2005","47","47","47980","ZONA BANANERA","83","0","0","0","0","0","1"
"2005","5","5","5001","MEDELLÍN","5.106","29.779","99.902","5.570","1.301","119","44"
"2005","5","5","5030","AMAGÁ","88","0","0","0","0","0","1"
"2005","5","5","5031","AMALFI","31","0","0","0","0","0","1"
"2005","5","5","5034","ANDES","28","109","147","0","0","0","2"
"2005","5","5","5042","SANTA FÉ DE ANTIOQUIA","98","40","1","0","0","0","3"
"2005","5","5","5045","APARTADÓ","379","82","536","4","0","0","6"
"2005","5","5","5059","ARMENIA","40","0","0","0","0","0","1"
"2005","5","5","5088","BELLO","650","1.036","421","10","0","0","3"
"2005","5","5","5101","CIUDAD BOLÍVAR","59","0","0","0","0","0","1"
"2005","5","5","5129","CALDAS","786","433","919","0","0","0","2"
"2005","5","5","5147","CAREPA","0","0","1","0","0","0","1"
"2005","5","5","5148","EL CARMEN DE VIBORAL","33","269","579","0","0","0","2"
"2005","5","5","5150","CAROLINA","0","10","0","0","0","0","1"
"2005","5","5","5154","CAUCASIA","252","149","393","0","0","0","3"
"2005","5","5","5172","CHIGORODÓ","108","0","0","16","0","0","2"
"2005","5","5","5190","CISNEROS","123","0","0","0","0","0","1"
"2005","5","5","5197","COCORNÁ","31","0","0","0","0","0","1"
"2005","5","5","5212","COPACABANA","0","33","0","0","0","0","1"
"2005","5","5","5237","DONMATÍAS","70","0","0","0","0","0","1"
"2005","5","5","5266","ENVIGADO","0","68","2.297","0","0","0","1"
"2005","5","5","5313","GRANADA","22","0","1","0","0","0","2"
"2005","5","5","5318","GUARNE","32","29","0","0","0","0","1"
"2005","5","5","5321","GUATAPÉ","29","0","0","0","0","0","1"
"2005","5","5","5360","ITAGÜÍ","76","740","78","0","0","0","4"
"2005","5","5","5368","JERICÓ","0","38","0","0","0","0","1"
"2005","5","5","5376","LA CEJA","85","29","157","0","0","0","4"
"2005","5","5","5390","LA PINTADA","22","0","0","0","0","0","1"
"2005","5","5","5440","MARINILLA","0","0","38","0","0","0","1"
"2005","5","5","5541","PEÑOL","22","0","0","0","0","0","1"
"2005","5","5","5579","PUERTO BERRÍO","30","73","68","0","0","0","4"
"2005","5","5","5591","PUERTO TRIUNFO","9","0","0","0","0","0","1"
"2005","5","5","5615","RIONEGRO","435","506","2.263","27","0","0","6"
"2005","5","5","5631","SABANETA","0","0","2.327","0","79","0","4"
"2005","5","5","5664","SAN PEDRO DE LOS MILAGROS","45","40","0","0","0","0","1"
"2005","5","5","5665","SAN PEDRO DE URABÁ","35","0","0","0","0","0","1"
"2005","5","5","5667","SAN RAFAEL","0","34","0","0","0","0","1"
"2005","5","5","5679","SANTA BÁRBARA","16","0","0","0","0","0","1"
"2005","5","5","5686","SANTA ROSA DE OSOS","37","0","1.393","24","0","0","3"
"2005","5","5","5789","TÁMESIS","47","0","0","0","0","0","1"
"2005","5","5","5837","TURBO","0","157","397","13","0","0","2"
"2005","5","5","5847","URRAO","40","0","0","0","0","0","1"
"2005","5","5","5858","VEGACHÍ","73","0","0","0","0","0","1"
"2005","5","5","5887","YARUMAL","27","0","25","0","0","0","3"
"2005","50","50","50001","VILLAVICENCIO","1.106","960","9.227","278","0","0","14"
"2005","50","50","50006","ACACÍAS","125","14","1","0","0","0","3"
"2005","50","50","50110","BARRANCA DE UPÍA","0","0","1","0","0","0","1"
"2005","50","50","50150","CASTILLA LA NUEVA","37","0","0","0","0","0","1"
"2005","50","50","50226","CUMARAL","66","0","0","0","0","0","1"
"2005","50","50","50245","EL CALVARIO","28","0","0","0","0","0","1"
"2005","50","50","50313","GRANADA","387","53","0","0","0","0","2"
"2005","50","50","50318","GUAMAL","28","0","0","0","0","0","1"
"2005","50","50","50573","PUERTO LÓPEZ","114","0","0","0","0","0","1"
"2005","50","50","50590","PUERTO RICO","14","0","0","0","0","0","1"
"2005","50","50","50689","SAN MARTÍN","38","0","0","0","0","0","1"
"2005","52","52","52001","PASTO","999","92","0","0","0","0","1"
"2005","52","52","52001","PASTO","0","2.696","14.091","522","0","10","13"
"2005","52","52","52079","BARBACOAS","24","0","0","0","0","0","1"
"2005","52","52","52215","CÓRDOBA","30","0","0","0","0","0","1"
"2005","52","52","52317","GUACHUCAL","26","0","0","0","0","0","1"
"2005","52","52","52356","IPIALES","320","32","54","0","0","0","5"
"2005","52","52","52378","LA CRUZ","31","0","0","0","0","0","1"
"2005","52","52","52381","LA FLORIDA","25","0","0","0","0","0","1"
"2005","52","52","52399","LA UNIÓN","0","0","1","0","0","0","1"
"2005","52","52","52490","OLAYA HERRERA","25","0","0","0","0","0","1"
"2005","52","52","52720","SAPUYES","50","0","0","0","0","0","1"
"2005","52","52","52835","SAN ANDRÉS DE TUMACO","251","0","2","0","0","0","2"
"2005","52","52","52838","TÚQUERRES","86","0","0","0","0","0","1"
"2005","54","54","54001","SAN JOSÉ DE CÚCUTA","614","214","0","0","0","0","1"
"2005","54","54","54001","SAN JOSÉ DE CÚCUTA","303","1.975","15.452","1.008","0","0","16"
"2005","54","54","54003","ÁBREGO","0","38","0","0","0","0","1"
"2005","54","54","54099","BOCHALEMA","29","0","0","0","0","0","1"
"2005","54","54","54128","CÁCHIRA","31","0","0","0","0","0","1"
"2005","54","54","54172","CHINÁCOTA","0","30","58","0","0","0","2"
"2005","54","54","54480","MUTISCUA","30","0","0","0","0","0","1"
"2005","54","54","54498","OCAÑA","45","714","1.346","93","0","0","3"
"2005","54","54","54518","PAMPLONA","73","788","15.637","990","82","0","3"
"2005","54","54","54673","SAN CAYETANO","23","0","0","0","0","0","1"
"2005","54","54","54720","SARDINATA","25","0","0","0","0","0","1"
"2005","54","54","54743","SILOS","23","0","0","0","0","0","1"
"2005","54","54","54810","TIBÚ","0","0","8","0","0","0","1"
"2005","54","54","54820","TOLEDO","35","0","0","0","0","0","1"
"2005","54","54","54874","VILLA DEL ROSARIO","0","0","719","0","0","0","1"
"2005","63","63","63001","ARMENIA","1.751","1.650","8.976","105","19","0","11"
"2005","63","63","63111","BUENAVISTA","32","0","0","0","0","0","1"
"2005","63","63","63130","CALARCÁ","88","0","0","46","0","0","2"
"2005","63","63","63190","CIRCASIA","54","0","38","0","0","0","2"
"2005","63","63","63212","CÓRDOBA","37","0","0","0","0","0","1"
"2005","63","63","63272","FILANDIA","64","0","0","0","0","0","1"
"2005","63","63","63302","GÉNOVA","29","0","0","0","0","0","1"
"2005","63","63","63401","LA TEBAIDA","20","0","0","0","0","0","1"
"2005","63","63","63470","MONTENEGRO","0","31","0","0","0","0","1"
"2005","63","63","63594","QUIMBAYA","76","0","0","0","0","0","1"
"2005","63","63","63690","SALENTO","25","0","0","0","0","0","1"
"2005","66","66","66001","PEREIRA","2.107","2.891","15.415","463","350","0","16"
"2005","66","66","66045","APÍA","16","85","0","0","0","0","2"
"2005","66","66","66075","BALBOA","21","0","0","0","0","0","1"
"2005","66","66","66088","BELÉN DE UMBRÍA","78","0","0","0","0","0","1"
"2005","66","66","66170","DOSQUEBRADAS","895","517","141","0","0","0","3"
"2005","66","66","66383","LA CELIA","34","0","0","0","0","0","1"
"2005","66","66","66440","MARSELLA","32","22","0","0","0","0","2"
"2005","66","66","66456","MISTRATÓ","34","0","0","0","0","0","1"
"2005","66","66","66594","QUINCHÍA","58","0","0","0","0","0","1"
"2005","66","66","66682","SANTA ROSA DE CABAL","90","196","535","26","0","0","3"
"2005","66","66","66687","SANTUARIO","20","33","0","0","0","0","2"
"2005","68","68","68001","BUCARAMANGA","3.015","15.573","38.067","1.918","329","42","23"
"2005","68","68","68077","BARBOSA","73","0","0","0","0","0","1"
"2005","68","68","68081","BARRANCABERMEJA","639","678","1.922","23","0","0","6"
"2005","68","68","68152","CARCASÍ","31","0","0","0","0","0","1"
"2005","68","68","68190","CIMITARRA","51","0","1","0","0","0","2"
"2005","68","68","68207","CONCEPCIÓN","42","0","0","0","0","0","1"
"2005","68","68","68255","EL PLAYÓN","90","0","0","0","0","0","1"
"2005","68","68","68276","FLORIDABLANCA","545","20","2","0","0","0","2"
"2005","68","68","68307","GIRÓN","487","310","0","0","0","0","1"
"2005","68","68","68377","LA BELLEZA","42","0","0","0","0","0","1"
"2005","68","68","68432","MÁLAGA","133","9","97","0","0","0","2"
"2005","68","68","68547","PIEDECUESTA","288","94","1","0","0","0","2"
"2005","68","68","68615","RIONEGRO","33","0","0","0","0","0","1"
"2005","68","68","68669","SAN ANDRÉS","17","0","0","0","0","0","1"
"2005","68","68","68679","SAN GIL","149","90","1.127","35","0","0","5"
"2005","68","68","68689","SAN VICENTE DE CHUCURÍ","0","83","0","0","0","0","1"
"2005","68","68","68755","SOCORRO","0","67","1.019","0","0","0","1"
"2005","68","68","68820","TONA","19","0","0","0","0","0","1"
"2005","68","68","68861","VÉLEZ","105","0","22","0","0","0","2"
"2005","68","68","68895","ZAPATOCA","63","0","0","0","0","0","2"
"2005","70","70","70001","SINCELEJO","779","237","7.306","91","0","0","9"
"2005","70","70","70820","SANTIAGO DE TOLÚ","0","284","0","0","0","0","1"
"2005","73","73","73001","IBAGUÉ","1.826","8.994","17.180","520","35","17","15"
"2005","73","73","73124","CAJAMARCA","33","24","0","0","0","0","1"
"2005","73","73","73148","CARMEN DE APICALÁ","62","0","0","0","0","0","1"
"2005","73","73","73168","CHAPARRAL","0","79","0","0","0","0","1"
"2005","73","73","73236","DOLORES","0","37","0","0","0","0","1"
"2005","73","73","73268","ESPINAL","1.587","163","570","33","0","0","7"
"2005","73","73","73283","FRESNO","0","29","0","0","0","0","1"
"2005","73","73","73349","HONDA","38","270","25","0","0","0","4"
"2005","73","73","73408","LÉRIDA","0","120","0","0","0","0","2"
"2005","73","73","73411","LÍBANO","107","62","0","0","0","0","2"
"2005","73","73","73443","SAN SEBASTIÁN DE MARIQUITA","0","32","0","0","0","0","1"
"2005","73","73","73449","MELGAR","25","68","2","0","0","0","2"
"2005","73","73","73483","NATAGAIMA","0","26","0","0","0","0","1"
"2005","73","73","73504","ORTEGA","0","25","0","0","0","0","1"
"2005","73","73","73563","PRADO","56","0","0","0","0","0","1"
"2005","73","73","73585","PURIFICACIÓN","0","54","1","0","0","0","2"
"2005","73","73","73624","ROVIRA","0","33","0","0","0","0","1"
"2005","76","76","76001","CALI","4.647","11.209","58.280","2.705","1.370","139","37"
"2005","76","76","76100","BOLÍVAR","0","31","0","0","0","0","1"
"2005","76","76","76109","BUENAVENTURA","273","575","1.889","0","0","0","7"
"2005","76","76","76111","GUADALAJARA DE BUGA","1.010","411","1.291","0","0","0","5"
"2005","76","76","76122","CAICEDONIA","140","0","36","0","0","0","2"
"2005","76","76","76130","CANDELARIA","29","0","0","0","0","0","1"
"2005","76","76","76147","CARTAGO","179","638","369","14","0","0","4"
"2005","76","76","76275","FLORIDA","0","0","68","0","0","0","1"
"2005","76","76","76318","GUACARÍ","47","0","0","0","0","0","1"
"2005","76","76","76364","JAMUNDÍ","60","0","0","0","0","0","1"
"2005","76","76","76520","PALMIRA","375","658","4.559","7","109","25","7"
"2005","76","76","76606","RESTREPO","0","0","140","0","0","0","1"
"2005","76","76","76616","RIOFRÍO","0","26","0","0","0","0","1"
"2005","76","76","76622","ROLDANILLO","663","0","90","0","0","0","3"
"2005","76","76","76823","TORO","0","35","0","0","0","0","1"
"2005","76","76","76834","TULUÁ","49","584","3.376","0","0","0","5"
"2005","76","76","76892","YUMBO","0","365","0","0","0","0","1"
"2005","76","76","76895","ZARZAL","0","111","444","0","0","0","1"
"2005","8","8","8001","BARRANQUILLA","8.563","4.595","52.488","2.272","251","0","26"
"2005","8","8","8296","GALAPA","81","0","0","0","0","0","1"
"2005","8","8","8520","PALMAR DE VARELA","520","0","0","0","0","0","1"
"2005","8","8","8573","PUERTO COLOMBIA","96","0","4.951","139","0","0","3"
"2005","8","8","8638","SABANALARGA","27","0","0","0","0","0","1"
"2005","8","8","8758","SOLEDAD","147","1.294","0","0","0","0","2"
"2005","81","81","81001","ARAUCA","280","0","271","0","0","0","4"
"2005","81","81","81065","ARAUQUITA","65","0","0","0","0","0","1"
"2005","81","81","81736","SARAVENA","35","0","0","0","0","0","1"
"2005","81","81","81794","TAME","62","0","0","0","0","0","1"
"2005","81","81","81794","TAME","0","20","0","0","0","0","1"
"2005","85","85","85001","YOPAL","762","277","1.280","47","0","0","11"
"2005","85","85","85010","AGUAZUL","0","0","1","0","0","0","1"
"2005","85","85","85410","TAURAMENA","16","0","1","0","0","0","2"
"2005","86","86","86001","MOCOA","76","0","0","0","0","0","1"
"2005","86","86","86001","MOCOA","0","380","227","0","0","0","3"
"2005","86","86","86320","ORITO","40","0","0","0","0","0","1"
"2005","86","86","86568","PUERTO ASÍS","120","0","0","0","0","0","1"
"2005","86","86","86568","PUERTO ASÍS","0","107","147","10","0","0","5"
"2005","86","86","86573","PUERTO LEGUÍZAMO","0","0","1","0","0","0","1"
"2005","86","86","86749","SIBUNDOY","0","119","0","0","0","0","1"
"2005","86","86","86865","VALLE DEL GUAMUEZ","77","0","0","0","0","0","1"
"2005","86","86","86885","VILLAGARZÓN","0","0","14","0","0","0","1"
"2005","88","88","88001","SAN ANDRÉS","422","0","2","14","10","0","4"
"2005","88","88","88564","PROVIDENCIA","29","0","0","0","0","0","1"
"2005","91","91","91001","LETICIA","113","0","209","2","39","0","5"
"2005","94","94","94001","INÍRIDA","117","38","2","0","0","0","3"
"2005","95","95","95001","SAN JOSÉ DEL GUAVIARE","182","37","69","0","0","0","2"
"2005","95","95","95025","EL RETORNO","53","0","0","0","0","0","1"
"2005","97","97","97001","MITÚ","78","0","0","0","0","0","1"
"2005","99","99","99001","PUERTO CARREÑO","0","9","104","0","0","0","1"
"2005","99","99","99773","CUMARIBO","53","0","0","0","0","0","1"
"2006","11","11","11001","BOGOTÁ D.C.","67.084","50.468","306.747","23.660","7.451","545","112"
"2006","13","13","13001","CARTAGENA DE INDIAS","4.520","4.770","25.714","1.242","37","0","30"
"2006","13","13","13042","ARENAL","35","0","0","0","0","0","1"
"2006","13","13","13052","ARJONA","36","0","0","0","0","0","1"
"2006","13","13","13062","ARROYOHONDO","34","0","0","0","0","0","1"
"2006","13","13","13074","BARRANCO DE LOBA","40","0","0","0","0","0","1"
"2006","13","13","13222","CLEMENCIA","19","0","0","0","0","0","1"
"2006","13","13","13244","EL CARMEN DE BOLÍVAR","85","0","0","0","0","0","1"
"2006","13","13","13430","MAGANGUÉ","58","31","63","0","0","0","3"
"2006","13","13","13442","MARÍA LA BAJA","41","0","0","0","0","0","1"
"2006","13","13","13468","SANTA CRUZ DE MOMPOX","136","0","62","0","0","0","2"
"2006","13","13","13473","MORALES","33","0","0","0","0","0","1"
"2006","13","13","13549","PINILLOS","47","0","0","0","0","0","1"
"2006","13","13","13650","SAN FERNANDO","43","0","0","0","0","0","1"
"2006","13","13","13654","SAN JACINTO","42","32","0","0","0","0","1"
"2006","13","13","13657","SAN JUAN NEPOMUCENO","65","0","0","0","0","0","1"
"2006","13","13","13670","SAN PABLO","45","0","0","0","0","0","1"
"2006","13","13","13670","SAN PABLO","0","0","17","0","0","0","1"
"2006","13","13","13683","SANTA ROSA","37","0","2","0","0","0","2"
"2006","13","13","13688","SANTA ROSA DEL SUR","85","46","7","0","0","0","2"
"2006","13","13","13744","SIMITÍ","0","270","0","0","0","0","1"
"2006","13","13","13810","TIQUISIO","32","0","0","0","0","0","1"
"2006","13","13","13836","TURBACO","70","0","0","0","0","0","1"
